edgebits,solver,gpu,nonce,edges,dupes,solve_ms
29,mean,0,5000000,234,0,270
29,mean,0,5000001,236,0,266
29,mean,0,5000002,248,0,267
29,mean,0,5000003,228,0,267
29,mean,0,5000004,208,0,266
29,mean,0,5000005,238,0,267
29,mean,0,5000006,292,0,266
29,mean,0,5000007,228,0,266
29,mean,0,5000008,236,0,267
29,mean,0,5000009,238,0,263
29,mean,0,5000010,200,0,266
29,mean,0,5000011,248,4,267
29,mean,0,5000012,248,0,266
29,mean,0,5000013,266,0,266
29,mean,0,5000014,218,0,267
29,mean,0,5000015,270,2,267
29,mean,0,5000016,240,0,266
29,mean,0,5000017,236,0,267
29,mean,0,5000018,226,0,267
29,mean,0,5000019,236,0,266
29,mean,0,5000020,234,0,267
29,mean,0,5000021,272,0,266
29,mean,0,5000022,204,0,268
29,mean,0,5000023,256,0,266
29,mean,0,5000024,260,0,266
29,mean,0,5000025,256,0,266
29,mean,0,5000026,244,0,267
29,mean,0,5000027,228,0,266
29,mean,0,5000028,288,4,268
29,mean,0,5000029,250,0,266
29,mean,0,5000030,276,0,267
29,mean,0,5000031,216,0,267
29,mean,0,5000032,224,0,266
29,mean,0,5000033,216,0,266
29,mean,0,5000034,248,0,267
29,mean,0,5000035,244,0,266
29,mean,0,5000036,232,0,266
29,mean,0,5000037,236,0,266
29,mean,0,5000038,250,2,265
29,mean,0,5000039,210,0,267
29,mean,0,5000040,258,0,267
29,mean,0,5000041,214,6,267
29,mean,0,5000042,262,0,266
29,mean,0,5000043,218,0,266
29,mean,0,5000044,208,0,267
29,mean,0,5000045,292,0,334
29,mean,0,5000046,230,0,268
29,mean,0,5000047,262,0,267
29,mean,0,5000048,234,0,267
29,mean,0,5000049,256,0,267
29,mean,0,5000050,236,0,266
29,mean,0,5000051,236,0,267
29,mean,0,5000052,250,0,267
29,mean,0,5000053,244,0,265
29,mean,0,5000054,250,0,267
29,mean,0,5000055,258,0,267
29,mean,0,5000056,260,0,267
29,mean,0,5000057,222,0,266
29,mean,0,5000058,242,0,267
29,mean,0,5000059,250,0,268
29,mean,0,5000060,284,0,267
29,mean,0,5000061,264,2,266
29,mean,0,5000062,272,0,267
29,mean,0,5000063,232,2,267
29,mean,0,5000064,194,0,267
29,mean,0,5000065,246,0,267
29,mean,0,5000066,226,0,266
29,mean,0,5000067,212,0,268
29,mean,0,5000068,214,0,265
29,mean,0,5000069,280,0,267
29,mean,0,5000070,238,6,267
29,mean,0,5000071,224,0,267
29,mean,0,5000072,234,0,266
29,mean,0,5000073,238,0,267
29,mean,0,5000074,208,0,266
29,mean,0,5000075,222,0,267
29,mean,0,5000076,228,0,267
29,mean,0,5000077,236,0,266
29,mean,0,5000078,250,0,267
29,mean,0,5000079,272,0,267
29,mean,0,5000080,234,2,267
29,mean,0,5000081,230,0,267
29,mean,0,5000082,282,0,267
29,mean,0,5000083,272,0,265
29,mean,0,5000084,248,0,267
29,mean,0,5000085,264,0,266
29,mean,0,5000086,248,0,267
