edgebits,solver,gpu,nonce,edges,dupes,solve_ms
29,mean,0,264,200,0,266
29,mean,0,265,236,0,267
29,mean,0,266,282,0,267
29,mean,0,267,228,0,267
29,mean,0,268,302,0,268
29,mean,0,269,264,0,267
29,mean,0,270,236,0,266
29,mean,0,271,232,0,267
29,mean,0,272,278,0,267
29,mean,0,273,214,0,267
29,mean,0,274,260,0,266
29,mean,0,275,258,0,267
29,mean,0,276,244,0,267
29,mean,0,277,284,0,266
29,mean,0,278,240,0,267
29,mean,0,279,276,0,267
29,mean,0,280,264,0,266
29,mean,0,281,242,0,267
29,mean,0,282,266,0,267
29,mean,0,283,266,0,266
29,mean,0,284,236,0,266
29,mean,0,285,264,2,266
29,mean,0,286,254,2,267
29,mean,0,287,270,0,267
29,mean,0,288,236,0,267
29,mean,0,289,200,0,267
29,mean,0,290,276,0,267
29,mean,0,291,236,0,266
29,mean,0,292,210,0,267
29,mean,0,293,216,0,267
29,mean,0,294,304,0,267
29,mean,0,295,244,0,266
29,mean,0,296,258,0,267
29,mean,0,297,268,2,267
29,mean,0,298,246,0,267
29,mean,0,299,238,0,267
29,mean,0,300,274,0,266
29,mean,0,301,202,0,267
29,mean,0,302,252,0,266
29,mean,0,303,260,2,266
29,mean,0,304,214,0,266
29,mean,0,305,274,2,267
29,mean,0,306,228,0,266
29,mean,0,307,228,0,267
29,mean,0,308,264,0,267
29,mean,0,309,266,0,266
29,mean,0,310,256,0,268
29,mean,0,311,248,0,266
29,mean,0,312,248,0,267
29,mean,0,313,208,0,267
29,mean,0,314,224,2,266
29,mean,0,315,216,0,265
29,mean,0,316,238,0,267
29,mean,0,317,262,2,266
29,mean,0,318,250,0,267
29,mean,0,319,244,1,267
29,mean,0,320,270,0,266
29,mean,0,321,216,0,267
29,mean,0,322,276,0,267
29,mean,0,323,258,0,267
29,mean,0,324,202,0,267
29,mean,0,325,228,0,266
29,mean,0,326,234,0,266
29,mean,0,327,222,0,267
29,mean,0,328,238,2,266
29,mean,0,329,282,0,267
29,mean,0,330,236,0,265
29,mean,0,331,268,0,267
29,mean,0,332,234,0,267
29,mean,0,333,216,0,267
29,mean,0,334,270,0,267
29,mean,0,335,228,0,267
29,mean,0,336,238,2,266
29,mean,0,337,234,0,266
29,mean,0,338,252,2,268
29,mean,0,339,246,0,266
29,mean,0,340,258,6,266
29,mean,0,341,244,4,267
29,mean,0,342,248,0,267
29,mean,0,343,252,0,266
29,mean,0,344,228,0,267
29,mean,0,345,268,0,266
29,mean,0,346,234,0,267
29,mean,0,347,230,0,267
29,mean,0,348,206,0,266
29,mean,0,349,254,0,267
29,mean,0,350,256,0,266
29,mean,0,351,224,0,266
29,mean,0,352,288,0,334
29,mean,0,353,236,0,269
29,mean,0,354,280,0,334
29,mean,0,355,246,0,267
29,mean,0,356,202,0,267
29,mean,0,357,250,0,267
29,mean,0,358,238,0,267
29,mean,0,359,270,0,265
29,mean,0,360,272,0,268
29,mean,0,361,302,2,267
29,mean,0,362,218,0,266
29,mean,0,363,236,0,266
29,mean,0,364,214,2,267
29,mean,0,365,234,0,267
29,mean,0,366,250,0,267
29,mean,0,367,244,0,267
29,mean,0,368,238,0,267
29,mean,0,369,222,0,267
29,mean,0,370,264,0,266
29,mean,0,371,246,0,267
29,mean,0,372,242,0,267
29,mean,0,373,252,0,266
29,mean,0,374,236,0,265
29,mean,0,375,244,0,268
29,mean,0,376,260,0,266
29,mean,0,377,244,0,266
29,mean,0,378,230,0,267
29,mean,0,379,242,0,267
29,mean,0,380,240,0,267
29,mean,0,381,236,0,266
29,mean,0,382,226,0,266
29,mean,0,383,238,2,267
29,mean,0,384,278,0,333
29,mean,0,385,222,0,267
29,mean,0,386,224,0,268
29,mean,0,387,294,0,267
29,mean,0,388,256,0,267
29,mean,0,389,222,0,264
29,mean,0,390,254,0,267
29,mean,0,391,304,0,267
29,mean,0,392,220,4,266
29,mean,0,393,242,0,267
29,mean,0,394,268,0,267
29,mean,0,395,216,0,266
29,mean,0,396,218,0,267
29,mean,0,397,216,0,268
29,mean,0,398,214,0,266
29,mean,0,399,260,0,267
29,mean,0,400,228,0,267
29,mean,0,401,174,0,268
29,mean,0,402,262,0,267
29,mean,0,403,238,0,265
29,mean,0,404,234,2,266
29,mean,0,405,280,0,267
29,mean,0,406,254,0,266
29,mean,0,407,270,2,267
29,mean,0,408,262,0,267
29,mean,0,409,260,0,266
29,mean,0,410,246,0,267
29,mean,0,411,244,0,267
29,mean,0,412,320,0,334
29,mean,0,413,274,0,268
29,mean,0,414,282,0,267
29,mean,0,415,260,0,267
29,mean,0,416,248,0,267
29,mean,0,417,240,0,267
29,mean,0,418,276,0,266
29,mean,0,419,242,0,265
29,mean,0,420,248,0,267
29,mean,0,421,282,0,266
29,mean,0,422,278,0,266
29,mean,0,423,244,0,267
29,mean,0,424,264,0,266
29,mean,0,425,258,0,266
29,mean,0,426,244,2,266
29,mean,0,427,228,0,268
29,mean,0,428,214,0,266
29,mean,0,429,254,0,266
29,mean,0,430,228,0,266
29,mean,0,431,284,0,267
29,mean,0,432,220,2,267
29,mean,0,433,222,0,266
29,mean,0,434,250,0,265
29,mean,0,435,228,2,267
29,mean,0,436,256,0,266
29,mean,0,437,252,0,266
29,mean,0,438,236,0,267
29,mean,0,439,236,0,266
29,mean,0,440,278,0,266
29,mean,0,441,286,0,267
29,mean,0,442,268,0,267
29,mean,0,443,232,0,266
29,mean,0,444,230,0,267
29,mean,0,445,210,2,266
29,mean,0,446,216,0,266
29,mean,0,447,276,0,267
29,mean,0,448,264,0,266
29,mean,0,449,226,0,267
29,mean,0,450,272,0,333
29,mean,0,451,246,0,267
29,mean,0,452,280,2,267
29,mean,0,453,266,0,267
29,mean,0,454,238,0,267
29,mean,0,455,248,0,267
29,mean,0,456,296,0,334
29,mean,0,457,246,0,268
29,mean,0,458,228,0,267
29,mean,0,459,204,0,266
29,mean,0,460,274,0,267
29,mean,0,461,226,0,266
29,mean,0,462,242,0,266
29,mean,0,463,232,0,265
29,mean,0,464,238,0,269
29,mean,0,465,228,0,266
29,mean,0,466,242,0,266
29,mean,0,467,220,0,266
29,mean,0,468,230,0,267
29,mean,0,469,262,0,266
29,mean,0,470,238,0,267
29,mean,0,471,250,0,267
29,mean,0,472,224,0,267
29,mean,0,473,244,0,267
29,mean,0,474,240,0,266
29,mean,0,475,280,0,267
29,mean,0,476,278,0,266
29,mean,0,477,258,0,266
29,mean,0,478,258,0,266
