edgebits,nonce,seconds,found,threads
29,0,49.064793,0,8
29,1,49.379205,0,8
29,2,49.207110,0,8
29,3,49.121985,0,8
29,4,49.294729,0,8
29,5,49.035616,0,8
29,6,49.223917,0,8
29,7,53.394581,0,8
29,8,53.338123,0,8
29,9,49.147435,0,8
29,10,49.080358,0,8
29,11,49.107289,0,8
29,12,49.177600,0,8
29,13,49.160442,0,8
29,14,49.294726,0,8
29,15,49.284757,0,8
29,16,49.258399,1,8
29,17,49.038673,0,8
29,18,49.152383,0,8
29,19,49.148342,0,8
29,20,49.156473,0,8
29,21,49.164345,0,8
29,22,49.169574,0,8
29,23,49.252716,0,8
29,24,49.047147,0,8
29,25,49.019017,0,8
29,26,49.088590,0,8
29,27,49.113728,0,8
29,28,49.154519,0,8
29,29,48.985813,0,8
29,30,49.132525,0,8
29,31,49.171967,0,8
29,32,49.033250,0,8
29,33,49.297814,0,8
29,34,49.304012,0,8
29,35,49.109086,0,8
29,36,49.190737,0,8
29,37,49.102021,0,8
29,38,49.189890,0,8
29,39,49.083395,0,8
29,40,49.236577,0,8
29,41,49.333374,0,8
29,42,49.068485,0,8
29,43,49.187546,0,8
29,44,49.030329,0,8
29,45,49.184773,0,8
29,46,49.033562,0,8
29,47,48.961361,0,8
29,48,49.094996,0,8
29,49,49.019345,0,8
29,50,49.192894,0,8
29,51,49.313300,0,8
29,52,49.198116,0,8
29,53,49.257637,0,8
29,54,49.003201,0,8
29,55,49.092677,0,8
29,56,49.178488,0,8
29,57,49.370185,0,8
29,58,49.198373,0,8
29,59,48.969686,0,8
29,60,49.171796,0,8
29,61,49.133496,0,8
29,62,49.198313,0,8
29,63,49.266775,0,8
29,64,49.212833,0,8
29,65,49.298694,0,8
29,66,49.014730,0,8
29,67,49.179757,0,8
29,68,49.134336,0,8
29,69,49.426178,0,8
29,70,49.059704,0,8
29,71,49.206125,0,8
29,72,49.217633,0,8
29,73,48.958687,0,8
29,74,49.076477,0,8
29,75,49.121201,0,8
29,76,49.175770,0,8
29,77,49.318800,0,8
29,78,49.100514,0,8
29,79,49.117481,0,8
29,80,49.150277,0,8
29,81,49.260888,0,8
29,82,49.277574,0,8
29,83,49.154609,0,8
29,84,48.978418,0,8
29,85,49.349667,0,8
29,86,49.186028,0,8
29,87,49.319386,0,8
29,88,49.181535,0,8
29,89,49.147474,0,8
29,90,49.174126,0,8
29,91,49.106372,0,8
29,92,49.198174,0,8
29,93,49.227186,0,8
29,94,49.064208,0,8
29,95,49.135241,0,8
29,96,49.088310,0,8
29,97,49.026803,0,8
29,98,49.106053,0,8
29,99,49.104089,0,8
29,100,49.240796,0,8
29,101,49.218910,0,8
29,102,48.853587,0,8
29,103,49.077500,0,8
29,104,48.967153,0,8
29,105,49.345759,0,8
29,106,49.024856,0,8
29,107,49.198479,0,8
29,108,48.900771,0,8
29,109,49.278438,0,8
29,110,49.226950,0,8
29,111,49.255271,0,8
29,112,49.217307,0,8
29,113,49.240793,0,8
29,114,49.084497,0,8
29,115,49.150564,0,8
29,116,48.866392,0,8
29,117,49.096123,0,8
29,118,49.273027,0,8
29,119,49.013967,0,8
29,120,48.997867,0,8
29,121,49.052402,0,8
29,122,49.023070,0,8
29,123,49.135750,0,8
29,124,49.327816,0,8
29,125,49.229198,0,8
29,126,49.064279,0,8
29,127,49.146880,0,8
29,128,48.963345,0,8
29,129,48.944124,0,8
29,130,49.131727,0,8
29,131,49.151840,0,8
29,132,48.989051,0,8
29,133,49.104544,0,8
29,134,49.102510,0,8
29,135,49.041246,0,8
29,136,49.220021,0,8
29,137,49.006042,0,8
29,138,49.182123,0,8
29,139,49.102140,0,8
29,140,49.174372,0,8
29,141,49.179428,0,8
29,142,49.230186,0,8
29,143,48.932341,0,8
29,144,49.089604,0,8
29,145,49.156131,0,8
29,146,49.164090,0,8
29,147,49.292673,0,8
29,148,49.150124,0,8
29,149,49.257900,0,8
29,150,49.213618,0,8
29,151,49.166754,1,8
29,152,49.234069,0,8
29,153,56.120465,0,8
29,154,54.822538,0,8
29,155,49.331057,0,8
29,156,49.226974,0,8
29,157,49.274677,0,8
29,158,48.981884,0,8
29,159,48.999459,0,8
29,160,49.170910,0,8
29,161,49.281787,0,8
29,162,49.130720,0,8
29,163,48.869827,0,8
29,164,49.186809,1,8
29,165,49.061368,0,8
29,166,49.352503,0,8
29,167,49.281419,0,8
29,168,49.154501,0,8
29,169,49.216794,0,8
29,170,49.186633,0,8
29,171,48.977639,0,8
29,172,49.495419,1,8
29,173,53.676481,0,8
29,174,54.684972,0,8
29,175,55.146584,0,8
29,176,55.448831,0,8
29,177,55.103556,0,8
29,178,54.916763,0,8
29,179,63.518196,0,8
29,180,69.175368,0,8
29,181,62.399553,0,8
29,182,55.308708,0,8
29,183,49.260186,0,8
29,184,49.299040,0,8
29,185,49.089599,0,8
29,186,49.212344,0,8
29,187,49.158785,0,8
29,188,49.121469,0,8
29,189,49.234819,0,8
29,190,49.159088,0,8
29,191,48.950927,0,8
29,192,49.033446,0,8
29,193,48.945656,0,8
29,194,48.969318,0,8
29,195,49.205395,0,8
29,196,49.305542,0,8
29,197,48.860392,0,8
29,198,49.137252,0,8
29,199,49.141168,0,8
