edgebits,nonce,seconds,found,device,cycle
26,0,0.559905,0,0,
26,1,0.247807,0,0,
26,2,0.246155,0,0,
26,3,0.242649,0,0,
26,4,0.245935,0,0,
26,5,0.244014,0,0,
26,6,0.246663,0,0,
26,7,0.247874,0,0,
26,8,0.248084,0,0,
26,9,0.243581,0,0,
26,10,0.245667,0,0,
26,11,0.244812,0,0,
26,12,0.245525,0,0,
26,13,0.243016,0,0,
26,14,0.241995,0,0,
26,15,0.246979,0,0,
26,16,0.242261,0,0,
26,17,0.244702,0,0,
26,18,0.241523,0,0,
26,19,0.241983,0,0,
26,20,0.244295,0,0,
26,21,0.245811,0,0,
26,22,0.248412,0,0,
26,23,0.251770,0,0,
26,24,0.244966,0,0,
26,25,0.244455,0,0,
26,26,0.244359,0,0,
26,27,0.245008,0,0,
26,28,0.245910,0,0,
26,29,0.246606,0,0,
26,30,0.248787,0,0,
26,31,0.245075,0,0,
26,32,0.242031,0,0,
26,33,0.246372,0,0,
26,34,0.239254,0,0,
26,35,0.242115,0,0,
26,36,0.244479,0,0,
26,37,0.243908,0,0,
26,38,0.241936,0,0,
26,39,0.244084,0,0,
26,40,0.241820,0,0,
26,41,0.244902,0,0,
26,42,0.239438,0,0,
26,43,0.244296,0,0,
26,44,0.243679,0,0,
26,45,0.248661,1,0,f2013 4bb4cf 4fda35 5df49d 70e62a 821f1b 86077f b5ef92 d4336d ea1419 fdd92d 13cde07 1435372 16d4161 1757010 1783504 1af2c17 1c55ea3 1cd850b 1e61a2f 1fce01b 21c47e9 225ce47 22ef380 24d83fe 26334b2 2634416 27557e0 280e1e3 2a76f89 2c0ea1f 2df89fa 3080a19 32663d5 326bc0a 3328ea4 3355233 354f5b1 35645d2 376d463 3d75239 3de7bb5
26,46,0.244710,0,0,
26,47,0.244681,0,0,
26,48,0.244273,0,0,
26,49,0.250236,0,0,
26,50,0.247695,0,0,
26,51,0.246656,0,0,
26,52,0.250347,0,0,
26,53,0.244742,0,0,
26,54,0.249219,0,0,
26,55,0.242303,0,0,
26,56,0.245125,0,0,
26,57,0.243119,0,0,
26,58,0.244609,0,0,
26,59,0.245911,0,0,
26,60,0.247995,0,0,
26,61,0.243904,0,0,
26,62,0.247681,0,0,
26,63,0.248295,0,0,
26,64,0.244175,0,0,
26,65,0.246308,0,0,
26,66,0.245756,0,0,
26,67,0.246708,0,0,
26,68,0.248900,0,0,
26,69,0.245231,0,0,
26,70,0.243064,0,0,
26,71,0.245530,0,0,
26,72,0.243974,0,0,
26,73,0.245221,0,0,
26,74,0.244599,0,0,
26,75,0.245778,0,0,
26,76,0.244916,0,0,
26,77,0.242551,0,0,
26,78,0.243281,0,0,
26,79,0.241906,0,0,
26,80,0.246670,0,0,
26,81,0.245252,0,0,
26,82,0.244670,0,0,
26,83,0.241730,0,0,
26,84,0.247770,0,0,
26,85,0.241307,0,0,
26,86,0.245099,0,0,
26,87,0.246074,0,0,
26,88,0.243417,0,0,
26,89,0.243556,0,0,
26,90,0.246637,0,0,
26,91,0.245760,0,0,
26,92,0.249656,0,0,
26,93,0.248343,0,0,
26,94,0.247609,0,0,
26,95,0.246190,0,0,
26,96,0.244351,0,0,
26,97,0.245156,0,0,
26,98,0.245725,0,0,
26,99,0.243223,0,0,
26,100,0.246807,0,0,
26,101,0.244987,0,0,
26,102,0.245193,0,0,
26,103,0.243405,0,0,
26,104,0.242456,0,0,
26,105,0.245043,0,0,
26,106,0.246943,0,0,
26,107,0.243241,0,0,
26,108,0.244606,0,0,
26,109,0.246579,0,0,
26,110,0.242312,0,0,
26,111,0.243778,0,0,
26,112,0.245399,0,0,
26,113,0.242635,0,0,
26,114,0.246946,0,0,
26,115,0.243457,0,0,
26,116,0.243948,0,0,
26,117,0.248062,0,0,
26,118,0.245836,0,0,
26,119,0.247023,0,0,
26,120,0.245214,0,0,
26,121,0.244683,0,0,
26,122,0.244835,0,0,
26,123,0.244172,0,0,
26,124,0.244094,0,0,
26,125,0.242898,0,0,
26,126,0.242483,0,0,
26,127,0.241842,0,0,
26,128,0.244939,0,0,
26,129,0.243736,0,0,
26,130,0.242689,0,0,
26,131,0.242399,0,0,
26,132,0.247173,0,0,
26,133,0.243840,0,0,
26,134,0.243528,0,0,
26,135,0.243753,0,0,
26,136,0.246726,0,0,
26,137,0.241254,0,0,
26,138,0.246110,0,0,
26,139,0.244607,0,0,
26,140,0.246187,0,0,
26,141,0.248816,0,0,
26,142,0.246806,0,0,
26,143,0.246941,0,0,
26,144,0.247770,0,0,
26,145,0.244538,0,0,
26,146,0.245896,0,0,
26,147,0.247163,0,0,
26,148,0.242670,0,0,
26,149,0.245956,0,0,
26,150,0.246670,0,0,
26,151,0.245976,0,0,
26,152,0.242810,0,0,
26,153,0.246471,0,0,
26,154,0.244031,0,0,
26,155,0.244310,0,0,
26,156,0.242971,0,0,
26,157,0.241252,0,0,
26,158,0.249087,0,0,
26,159,0.247191,0,0,
26,160,0.244361,0,0,
26,161,0.243304,0,0,
26,162,0.247013,0,0,
26,163,0.245943,0,0,
26,164,0.244590,0,0,
26,165,0.244857,0,0,
26,166,0.243404,0,0,
26,167,0.243115,0,0,
26,168,0.243909,0,0,
