edgebits,nonce,seconds,found,device,cycle
25,0,0.376562,0,0,
25,1,0.336668,1,0,1d04c 173acf 264734 4bd91f 68966e 776ed9 77cbe0 81e905 871542 88a7bc 90e7c3 916053 b056b8 b9218a c4ab12 c7ee45 fad248 102de45 120228d 136fe4f 1403f63 154ac2b 154ec2f 15f7e44 1828558 1839c11 18b8eae 18fe100 190a2f3 1968411 1979860 1a688a1 1cab1f7 1d5b5fa 1da5e9e 1dbc853 1dbdc03 1ddd0fb 1df370c 1e1ce64 1e66f89 1f96979
25,2,0.158640,0,0,
25,3,0.104463,0,0,
25,4,0.101426,0,0,
25,5,0.102834,0,0,
25,6,0.099899,0,0,
25,7,0.099243,0,0,
25,8,0.098187,0,0,
25,9,0.096704,0,0,
25,10,0.098341,0,0,
25,11,0.099486,0,0,
25,12,0.099584,0,0,
25,13,0.097405,0,0,
25,14,0.098950,0,0,
25,15,0.097671,0,0,
25,16,0.098190,0,0,
25,17,0.098297,0,0,
25,18,0.096863,0,0,
25,19,0.099062,0,0,
25,20,0.100656,0,0,
25,21,0.096981,0,0,
25,22,0.099354,0,0,
25,23,0.097501,0,0,
25,24,0.099046,0,0,
25,25,0.099217,0,0,
25,26,0.099327,0,0,
25,27,0.100310,0,0,
25,28,0.097398,0,0,
25,29,0.099494,0,0,
25,30,0.100759,0,0,
25,31,0.097606,0,0,
25,32,0.099553,0,0,
25,33,0.099363,0,0,
25,34,0.098325,0,0,
25,35,0.099500,0,0,
25,36,0.101088,0,0,
25,37,0.100063,0,0,
25,38,0.098099,0,0,
25,39,0.100586,0,0,
25,40,0.097376,0,0,
25,41,0.100064,0,0,
25,42,0.097955,0,0,
25,43,0.101753,0,0,
25,44,0.098316,0,0,
25,45,0.099863,0,0,
25,46,0.098655,0,0,
25,47,0.102286,0,0,
25,48,0.096512,0,0,
25,49,0.097639,0,0,
25,50,0.101209,0,0,
25,51,0.101928,0,0,
25,52,0.101200,0,0,
25,53,0.097924,0,0,
25,54,0.096653,0,0,
25,55,0.098424,0,0,
25,56,0.097112,0,0,
25,57,0.101371,0,0,
25,58,0.098338,0,0,
25,59,0.097936,0,0,
25,60,0.099823,0,0,
25,61,0.098267,0,0,
25,62,0.100264,0,0,
25,63,0.099677,0,0,
25,64,0.099771,0,0,
25,65,0.099042,0,0,
25,66,0.096625,0,0,
25,67,0.096675,0,0,
25,68,0.099308,0,0,
25,69,0.097633,0,0,
25,70,0.099056,0,0,
25,71,0.096342,0,0,
25,72,0.097815,0,0,
25,73,0.098428,0,0,
25,74,0.100118,0,0,
25,75,0.099710,0,0,
25,76,0.099408,0,0,
25,77,0.100039,0,0,
25,78,0.101526,0,0,
25,79,0.101553,0,0,
25,80,0.098259,0,0,
25,81,0.101229,0,0,
25,82,0.098902,0,0,
25,83,0.099381,0,0,
25,84,0.095705,0,0,
25,85,0.096149,0,0,
25,86,0.100205,0,0,
25,87,0.102582,0,0,
25,88,0.100438,0,0,
25,89,0.095805,0,0,
25,90,0.096159,0,0,
25,91,0.097583,0,0,
25,92,0.099804,0,0,
25,93,0.098020,0,0,
25,94,0.098916,0,0,
25,95,0.101287,0,0,
25,96,0.098837,0,0,
25,97,0.097485,0,0,
25,98,0.099793,0,0,
25,99,0.097325,0,0,
25,100,0.101036,0,0,
25,101,0.097913,0,0,
25,102,0.098345,0,0,
25,103,0.097924,0,0,
25,104,0.098161,0,0,
25,105,0.098798,0,0,
25,106,0.099428,0,0,
25,107,0.099515,0,0,
25,108,0.098458,0,0,
25,109,0.096902,0,0,
25,110,0.097774,0,0,
25,111,0.098412,0,0,
25,112,0.099274,0,0,
25,113,0.098355,0,0,
25,114,0.098591,0,0,
25,115,0.099908,1,0,87708 e7081 26e8ed 2abeb8 4b6f92 57fac9 651c25 653a0e 727c07 85ccd5 a32a21 a3339d ba593a c2cc4c ef285b 10ec2ed 114c314 12761f2 12d7fe6 147e305 162f533 17df0bc 181f38f 18b2fdc 1a6a376 1acbd71 1af3531 1b42c1f 1bf1490 1c3a532 1c75240 1c87835 1c90408 1cf1f73 1dcb25c 1e31edd 1e75fbd 1ee689f 1ef4810 1f1da5f 1fc81a0 1fc9ec5
25,116,0.097664,0,0,
25,117,0.100722,0,0,
25,118,0.098124,0,0,
25,119,0.098681,0,0,
25,120,0.099680,0,0,
25,121,0.098434,0,0,
25,122,0.101292,0,0,
25,123,0.097359,0,0,
25,124,0.095550,0,0,
25,125,0.099642,0,0,
25,126,0.095077,0,0,
25,127,0.100140,0,0,
25,128,0.100721,0,0,
25,129,0.098525,0,0,
25,130,0.102552,0,0,
25,131,0.098964,0,0,
25,132,0.101302,0,0,
25,133,0.098352,0,0,
25,134,0.098695,0,0,
25,135,0.095876,0,0,
25,136,0.095143,0,0,
25,137,0.098523,0,0,
25,138,0.097531,0,0,
25,139,0.099524,0,0,
25,140,0.096896,0,0,
25,141,0.100384,0,0,
25,142,0.102282,0,0,
25,143,0.102495,0,0,
25,144,0.096853,0,0,
25,145,0.100053,0,0,
25,146,0.097929,0,0,
